split,location,scenario,scenario_type,warning_level,warning_action,rmse,mae,wet_dry_iou,false_dry_rate,false_wet_rate,relative_volume_bias_proxy,absolute_relative_volume_bias_proxy,peak_depth_underprediction_proxy,failure_drivers,user_message_key,interpretation_note
test,location1,r300y_p0.1_d3h,design,caution,use_with_caution_and_review_diagnostics,0.013358786560154842,0.005988310130002598,0.9162704495656768,0.060257765381984844,0.004279890598635599,-0.01753659091968262,0.01753659091968262,0.01819777488708496,high RMSE | peak-depth underprediction proxy,caution_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location1,r300y_p0.5_d3h,design,caution,use_with_caution_and_review_diagnostics,0.013141754852961623,0.0061147566108653946,0.9168097479922459,0.05673745393762109,0.004460169715476994,-0.021207283720161087,0.021207283720161087,0.03625941276550293,high RMSE | elevated false-wet rate | peak-depth underprediction proxy,caution_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location1,r300y_p0.6_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.015791566538873036,0.006744041301620503,0.8987276310456161,0.07721377898327138,0.004103177763064215,-0.03914187001376328,0.03914187001376328,0.050170183181762695,high RMSE | elevated volume-bias proxy | peak-depth underprediction proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location1,r300y_p0.8_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.014701976554463004,0.006353348532381157,0.9037500848764684,0.06267700216804077,0.005374555971433707,-0.017863031095449403,0.017863031095449403,0.033025264739990234,high RMSE | elevated false-wet rate | peak-depth underprediction proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location1,r500y_p0.1_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.014728131050044413,0.0064749143008763594,0.909609185048023,0.0716520317867039,0.003617547497128011,-0.03369233578259793,0.03369233578259793,0.03895831108093262,high RMSE | elevated volume-bias proxy | peak-depth underprediction proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location1,r500y_p0.3_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.017437123733624518,0.0073753593023866415,0.9032680840304262,0.07787715698042101,0.003619758269976373,-0.05241776593849284,0.05241776593849284,0.0450282096862793,high RMSE | elevated volume-bias proxy | peak-depth underprediction proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location2,G1135_intensity_103,measured,high-risk,high_risk_requires_review_or_supplemental_evidence,0.007115698010527896,0.0029722228452252844,0.7753793545629408,0.16046280991735537,0.0016225705199097117,0.03546269953286267,0.03546269953286267,0.0,low wet/dry IoU | elevated false-dry rate | elevated volume-bias proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location2,G1135_intensity_161,measured,high-risk,high_risk_requires_review_or_supplemental_evidence,0.0056874454158098,0.0027053874412861965,0.8264394618834081,0.10428088183832963,0.0013935345426576047,0.051536980405336656,0.051536980405336656,0.0,low wet/dry IoU | elevated volume-bias proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location2,G1166_intensity_246,measured,high-risk,high_risk_requires_review_or_supplemental_evidence,0.006926437686055327,0.002930005566061785,0.771089996025868,0.1445691382765531,0.0017630178420764977,0.032299402476439414,0.032299402476439414,0.0,low wet/dry IoU | elevated false-dry rate | elevated volume-bias proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location2,G1166_intensity_394,measured,high-risk,high_risk_requires_review_or_supplemental_evidence,0.009649124305794489,0.0036234724102541804,0.8073695397244209,0.13951217606967797,0.002214033780280313,0.023854496814595182,0.023854496814595182,0.0,low wet/dry IoU | elevated false-dry rate,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location2,G3501_intensity_151,measured,high-risk,high_risk_requires_review_or_supplemental_evidence,0.0062131313995710865,0.002909752094031622,0.8356436580404031,0.09887250650477017,0.0020030489116897986,0.04043149099247931,0.04043149099247931,0.0,low wet/dry IoU | elevated volume-bias proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location2,G3531_intensity_128,measured,high-risk,high_risk_requires_review_or_supplemental_evidence,0.010259241887115963,0.0035668072135498128,0.7493095768374165,0.18643903854524352,0.0023153619630299506,0.010487614655940223,0.010487614655940223,0.0,low wet/dry IoU | elevated false-dry rate,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location2,r100y_p0.5_d3h,design,caution,use_with_caution_and_review_diagnostics,0.011937414329086758,0.004094562376849353,0.8393588693158541,0.10672098314645012,0.003144450661468375,0.0036631681262222033,0.0036631681262222033,0.0,high RMSE | low wet/dry IoU | elevated false-dry rate,caution_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location2,r100y_p0.8_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.012623533681663787,0.0041921636438928545,0.827390391000881,0.10603309415727047,0.0036521965685968254,0.029562182093631817,0.029562182093631817,0.0,high RMSE | low wet/dry IoU | elevated false-dry rate | elevated volume-bias proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location2,r200y_p0.5_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.011883090225965122,0.004209870278524856,0.8443069949715527,0.11031506150727018,0.0028952063931731824,-0.018432385385845306,0.018432385385845306,0.0,high RMSE | low wet/dry IoU | elevated false-dry rate,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location2,r200y_p0.7_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.010056093493384953,0.0040161261179794865,0.842336379604409,0.1148871858658,0.0025345522146459337,0.005307757966083302,0.005307757966083302,0.0529017448425293,low wet/dry IoU | elevated false-dry rate | peak-depth underprediction proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location2,r300y_p0.1_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.009740406075353992,0.003810005922180911,0.8305231358875743,0.14602006048249155,0.0013761972549398748,-0.048682797483651855,0.048682797483651855,0.018207311630249023,low wet/dry IoU | elevated false-dry rate | elevated volume-bias proxy | peak-depth underprediction proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location2,r300y_p0.5_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.012170629789711907,0.004303432380159696,0.8106114359815028,0.15982806279004894,0.0019250360442249587,-0.049511567783290314,0.049511567783290314,0.05596137046813965,high RMSE | low wet/dry IoU | elevated false-dry rate | elevated volume-bias proxy | peak-depth underprediction proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location2,r300y_p0.6_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.012770114532960654,0.0040990825509652495,0.8410884811469682,0.11180192121121026,0.002733247937394686,-0.00466463833479669,0.00466463833479669,0.09180116653442383,high RMSE | low wet/dry IoU | elevated false-dry rate | peak-depth underprediction proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location2,r300y_p0.8_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.015696815273507792,0.004537691401007275,0.8250535130430692,0.11448984486436677,0.003886470863519596,-0.0068127595690061086,0.0068127595690061086,0.05893254280090332,high RMSE | low wet/dry IoU | elevated false-dry rate | peak-depth underprediction proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location2,r500y_p0.1_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.010566763255156323,0.004004571198796232,0.8228358474727175,0.15764322916666668,0.0012178623374401096,-0.06606797762747323,0.06606797762747323,0.04387354850769043,low wet/dry IoU | elevated false-dry rate | elevated volume-bias proxy | peak-depth underprediction proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location2,r500y_p0.3_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.013403122306542694,0.0041787811787799,0.8441715895448765,0.1220811649381312,0.0021676082647940605,-0.035039621076131004,0.035039621076131004,0.0005097389221191406,high RMSE | low wet/dry IoU | elevated false-dry rate | elevated volume-bias proxy | peak-depth underprediction proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location3,G1135_intensity_103,measured,caution,use_with_caution_and_review_diagnostics,0.011612455743546385,0.005174828149999182,0.8478816042870301,0.09153097384829319,0.004294691890230587,0.003978465927484123,0.003978465927484123,0.0,high RMSE | low wet/dry IoU,caution_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location3,G1135_intensity_161,measured,caution,use_with_caution_and_review_diagnostics,0.00886706231453772,0.004738734026129047,0.8638617725105964,0.06799751276005907,0.004071085199275242,0.009815058692295538,0.009815058692295538,0.0,low wet/dry IoU,caution_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location3,G1166_intensity_246,measured,high-risk,high_risk_requires_review_or_supplemental_evidence,0.010215940152172637,0.005017586789714794,0.8302860594081151,0.0894201240440778,0.004264369677835634,0.006060189866617536,0.006060189866617536,0.0,low wet/dry IoU,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location3,G1166_intensity_394,measured,caution,use_with_caution_and_review_diagnostics,0.013354511044129791,0.006463187087016801,0.8624878864060898,0.09321796140159178,0.004839232568396945,-0.02424872542221064,0.02424872542221064,0.0034842491149902344,high RMSE | low wet/dry IoU | elevated false-wet rate | peak-depth underprediction proxy,caution_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location3,G3501_intensity_151,measured,caution,use_with_caution_and_review_diagnostics,0.009481738155917257,0.005122754451197882,0.8806668075663109,0.06136489492505373,0.00478271810879064,0.007158949134783226,0.007158949134783226,0.0,low wet/dry IoU | elevated false-wet rate,caution_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location3,G3531_intensity_128,measured,high-risk,high_risk_requires_review_or_supplemental_evidence,0.013891983002547268,0.0061841910937801,0.8524525008182796,0.07471006708003079,0.006943952725300365,0.02533135892684273,0.02533135892684273,0.0,high RMSE | low wet/dry IoU | elevated false-wet rate,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location3,r100y_p0.5_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.012039682549643854,0.006287606083787978,0.889873189494561,0.05903810467983426,0.006382161033353397,0.021094427722207945,0.021094427722207945,0.0,high RMSE | elevated false-wet rate,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location3,r100y_p0.8_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.013666005032846453,0.006810562723937134,0.8808870982784026,0.056818181818181816,0.007467061423486344,0.03263270241654788,0.03263270241654788,0.0,high RMSE | low wet/dry IoU | elevated false-wet rate | elevated volume-bias proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location3,r200y_p0.5_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.012519146963999575,0.0063772348609442515,0.8922807845212959,0.06790153136043464,0.005279151581683583,0.0005080168069987569,0.0005080168069987569,0.018042683601379395,high RMSE | elevated false-wet rate | peak-depth underprediction proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location3,r200y_p0.7_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.011652030784489648,0.006190790833594899,0.8923557972188714,0.06625344612119043,0.005224857759507989,0.00752344945974139,0.00752344945974139,0.01941215991973877,high RMSE | elevated false-wet rate | peak-depth underprediction proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location3,r300y_p0.1_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.013786442163568785,0.006324201822280884,0.8835645273889016,0.08881573523996901,0.004089429672665887,-0.013749757843001543,0.013749757843001543,0.003186941146850586,high RMSE | low wet/dry IoU | peak-depth underprediction proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location3,r300y_p0.5_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.01335117237639418,0.00664839781044672,0.8878520377299308,0.07627128521311437,0.00494838239135182,-0.011413893259057466,0.011413893259057466,0.031658291816711426,high RMSE | elevated false-wet rate | peak-depth underprediction proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location3,r300y_p0.6_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.0172178380688182,0.007314318829836945,0.8644162512379867,0.10690378602093373,0.004151850127080664,-0.03522877066194096,0.03522877066194096,0.03551077842712402,high RMSE | low wet/dry IoU | elevated false-dry rate | elevated volume-bias proxy | peak-depth underprediction proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location3,r300y_p0.8_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.014996579659864862,0.006915983045473695,0.8851726040124264,0.06907438733198576,0.006006615509189114,-0.0003921621169694309,0.0003921621169694309,0.05742490291595459,high RMSE | low wet/dry IoU | elevated false-wet rate | peak-depth underprediction proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location3,r500y_p0.1_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.014778151915862445,0.006708830827847123,0.8761062859736348,0.10017904249345806,0.0036919777874432295,-0.027172683285216995,0.027172683285216995,0.01845550537109375,high RMSE | low wet/dry IoU | elevated volume-bias proxy | peak-depth underprediction proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
test,location3,r500y_p0.3_d3h,design,high-risk,high_risk_requires_review_or_supplemental_evidence,0.018628359356128065,0.00762755280205359,0.869264648776799,0.10855816439346702,0.0035231115102057355,-0.04946162204079427,0.04946162204079427,0.04053914546966553,high RMSE | low wet/dry IoU | elevated false-dry rate | elevated volume-bias proxy | peak-depth underprediction proxy,high_risk_scenario_message,"Phase 49 preserves Phase 48 warning labels as conservative diagnostic screening labels; they are not calibrated probabilities, event likelihoods, or final production guarantees."
