split,location,scenario,scenario_type,flood_path,rainfall_path,flood_shape,flood_dtype,rainfall_shape,rainfall_dtype,rainfall_length,static_dem_path,static_impervious_path,static_manhole_path,flood_file_size_bytes,rainfall_file_size_bytes,notes
train,location1,r100y_p0.1_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r100y_p0.1_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r100y_p0.1_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r100y_p0.2_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r100y_p0.2_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r100y_p0.2_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r100y_p0.3_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r100y_p0.3_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r100y_p0.3_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r100y_p0.4_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r100y_p0.4_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r100y_p0.4_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r100y_p0.6_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r100y_p0.6_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r100y_p0.6_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r100y_p0.7_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r100y_p0.7_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r100y_p0.7_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r100y_p0.9_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r100y_p0.9_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r100y_p0.9_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r200y_p0.1_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r200y_p0.1_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r200y_p0.1_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r200y_p0.2_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r200y_p0.2_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r200y_p0.2_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r200y_p0.3_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r200y_p0.3_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r200y_p0.3_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r200y_p0.4_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r200y_p0.4_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r200y_p0.4_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r200y_p0.6_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r200y_p0.6_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r200y_p0.6_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r200y_p0.8_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r200y_p0.8_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r200y_p0.8_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r200y_p0.9_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r200y_p0.9_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r200y_p0.9_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r300y_p0.2_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r300y_p0.2_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r300y_p0.2_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r300y_p0.3_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r300y_p0.3_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r300y_p0.3_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r300y_p0.4_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r300y_p0.4_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r300y_p0.4_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r300y_p0.7_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r300y_p0.7_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r300y_p0.7_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r300y_p0.9_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r300y_p0.9_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r300y_p0.9_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r500y_p0.2_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r500y_p0.2_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r500y_p0.2_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r500y_p0.4_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r500y_p0.4_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r500y_p0.4_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r500y_p0.5_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r500y_p0.5_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r500y_p0.5_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r500y_p0.6_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r500y_p0.6_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r500y_p0.6_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r500y_p0.7_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r500y_p0.7_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r500y_p0.7_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r500y_p0.8_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r500y_p0.8_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r500y_p0.8_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location1,r500y_p0.9_d3h,design,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r500y_p0.9_d3h/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location1/r500y_p0.9_d3h/rainfall.npy,"(360, 1, 500, 500)",float64,"(180,)",float64,180,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location1/manhole.npy,720000128,1568,
train,location2,G1135_intensity_117,measured,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location2/G1135_intensity_117/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location2/G1135_intensity_117/rainfall.npy,"(360, 1, 500, 500)",float64,"(360,)",float64,360,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location2/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location2/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location2/manhole.npy,720000128,3008,
train,location2,G1135_intensity_155,measured,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location2/G1135_intensity_155/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location2/G1135_intensity_155/rainfall.npy,"(360, 1, 500, 500)",float64,"(360,)",float64,360,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location2/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location2/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location2/manhole.npy,720000128,3008,
train,location2,G1135_intensity_156,measured,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location2/G1135_intensity_156/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location2/G1135_intensity_156/rainfall.npy,"(360, 1, 500, 500)",float64,"(360,)",float64,360,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location2/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location2/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location2/manhole.npy,720000128,3008,
train,location2,G1135_intensity_163,measured,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location2/G1135_intensity_163/flood.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/flood/location2/G1135_intensity_163/rainfall.npy,"(360, 1, 500, 500)",float64,"(360,)",float64,360,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location2/absolute_DEM.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location2/impervious.npy,E:/BaiduNetdiskDownload/urbanflood24/urbanflood24/train/geodata/location2/manhole.npy,720000128,3008,
